filename,label,label_ru,source_part,source_folder,original_path,processed_path,width,height
ch1__DSCN3831.jpg,ryadovaya,рядовая,Фото руд по сортам. ч1,Рядовые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Рядовые руды\DSCN3831.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch1__DSCN3831.jpg,2272,1704
ch1__DSCN3845.jpg,ryadovaya,рядовая,Фото руд по сортам. ч1,Рядовые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Рядовые руды\DSCN3845.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch1__DSCN3845.jpg,2272,1704
ch1__DSCN3859.jpg,ryadovaya,рядовая,Фото руд по сортам. ч1,Рядовые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Рядовые руды\DSCN3859.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch1__DSCN3859.jpg,2272,1704
ch1__DSCN3866.jpg,ryadovaya,рядовая,Фото руд по сортам. ч1,Рядовые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Рядовые руды\DSCN3866.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch1__DSCN3866.jpg,2272,1704
ch1__DSCN3867.jpg,ryadovaya,рядовая,Фото руд по сортам. ч1,Рядовые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Рядовые руды\DSCN3867.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch1__DSCN3867.jpg,2272,1704
ch1__DSCN3871.jpg,ryadovaya,рядовая,Фото руд по сортам. ч1,Рядовые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Рядовые руды\DSCN3871.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch1__DSCN3871.jpg,2272,1704
ch1__DSCN3872.jpg,ryadovaya,рядовая,Фото руд по сортам. ч1,Рядовые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Рядовые руды\DSCN3872.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch1__DSCN3872.jpg,2272,1704
ch1__DSCN3874.jpg,ryadovaya,рядовая,Фото руд по сортам. ч1,Рядовые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Рядовые руды\DSCN3874.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch1__DSCN3874.jpg,2272,1704
ch1__DSCN3875.jpg,ryadovaya,рядовая,Фото руд по сортам. ч1,Рядовые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Рядовые руды\DSCN3875.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch1__DSCN3875.jpg,2272,1704
ch1__DSCN3899.jpg,ryadovaya,рядовая,Фото руд по сортам. ч1,Рядовые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Рядовые руды\DSCN3899.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch1__DSCN3899.jpg,2272,1704
ch1__DSCN3902.jpg,ryadovaya,рядовая,Фото руд по сортам. ч1,Рядовые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Рядовые руды\DSCN3902.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch1__DSCN3902.jpg,2272,1704
ch1__DSCN4051.jpg,ryadovaya,рядовая,Фото руд по сортам. ч1,Рядовые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Рядовые руды\DSCN4051.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch1__DSCN4051.jpg,2272,1704
ch1__DSCN4054.jpg,ryadovaya,рядовая,Фото руд по сортам. ч1,Рядовые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Рядовые руды\DSCN4054.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch1__DSCN4054.jpg,2272,1704
ch1__DSCN5019.jpg,ryadovaya,рядовая,Фото руд по сортам. ч1,Рядовые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Рядовые руды\DSCN5019.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch1__DSCN5019.jpg,2272,1704
ch1__DSCN5024.jpg,ryadovaya,рядовая,Фото руд по сортам. ч1,Рядовые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Рядовые руды\DSCN5024.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch1__DSCN5024.jpg,2272,1704
ch1__DSCN5025.jpg,ryadovaya,рядовая,Фото руд по сортам. ч1,Рядовые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Рядовые руды\DSCN5025.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch1__DSCN5025.jpg,2272,1704
ch1__DSCN5179.jpg,ryadovaya,рядовая,Фото руд по сортам. ч1,Рядовые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Рядовые руды\DSCN5179.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch1__DSCN5179.jpg,2272,1704
ch1__DSCN5182.jpg,ryadovaya,рядовая,Фото руд по сортам. ч1,Рядовые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Рядовые руды\DSCN5182.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\ryadovaya\ch1__DSCN5182.jpg,2272,1704
ch1__2539439-3.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2539439-3.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2539439-3.jpg,2272,1704
ch1__2539444-1.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2539444-1.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2539444-1.jpg,2272,1704
ch1__2539446-2.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2539446-2.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2539446-2.jpg,2272,1704
ch1__2539448-2.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2539448-2.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2539448-2.jpg,2272,1704
ch1__2539448-3.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2539448-3.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2539448-3.jpg,2272,1704
ch1__2539586-1.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2539586-1.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2539586-1.jpg,2272,1704
ch1__2539586-2.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2539586-2.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2539586-2.jpg,2272,1704
ch1__2539586-3.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2539586-3.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2539586-3.jpg,2272,1704
ch1__2539588-2.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2539588-2.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2539588-2.jpg,2272,1704
ch1__2544796-2 20x аншлиф.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2544796-2 20x аншлиф.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2544796-2 20x аншлиф.jpg,2272,1704
ch1__2548044 10x 1.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2548044 10x 1.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2548044 10x 1.jpg,2272,1704
ch1__2548044 10x 2.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2548044 10x 2.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2548044 10x 2.jpg,2272,1704
ch1__2548045 10x 1.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2548045 10x 1.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2548045 10x 1.jpg,2272,1704
ch1__2548045 20x 1.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2548045 20x 1.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2548045 20x 1.jpg,2272,1704
ch1__2550376-2 10x__3.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2550376-2 10x.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2550376-2 10x__3.jpg,2272,1704
ch1__2550379-1 10x.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2550379-1 10x.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2550379-1 10x.jpg,2272,1704
ch1__2550383-2 20x.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2550383-2 20x.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2550383-2 20x.jpg,2272,1704
ch1__2550483-2 10x.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2550483-2 10x.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2550483-2 10x.jpg,2272,1704
ch1__2550492- 10x.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2550492- 10x.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2550492- 10x.jpg,2272,1704
ch1__2550492-1 20x.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2550492-1 20x.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2550492-1 20x.jpg,2272,1704
ch1__2550494-1 20x.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2550494-1 20x.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2550494-1 20x.jpg,2272,1704
ch1__2550496-3 10x.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2550496-3 10x.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2550496-3 10x.jpg,2272,1704
ch1__2550500-1 10x.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2550500-1 10x.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2550500-1 10x.jpg,2272,1704
ch1__2550500-2 10x.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2550500-2 10x.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2550500-2 10x.jpg,2272,1704
ch1__2652970 10x 1.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2652970 10x 1.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2652970 10x 1.jpg,2272,1704
ch1__2652970 5x 1.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2652970 5x 1.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2652970 5x 1.jpg,2272,1704
ch1__2652973 10x 1.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2652973 10x 1.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2652973 10x 1.jpg,2272,1704
ch1__2652973 10x 3.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2652973 10x 3.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2652973 10x 3.jpg,2272,1704
ch1__2652976 10x 2.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2652976 10x 2.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2652976 10x 2.jpg,2272,1704
ch1__2652976 10x 3.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2652976 10x 3.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2652976 10x 3.jpg,2272,1704
ch1__2652979 10x 10.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2652979 10x 10.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2652979 10x 10.jpg,2272,1704
ch1__2652980 10x 2.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2652980 10x 2.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2652980 10x 2.jpg,2272,1704
ch1__2652980 10x 4.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2652980 10x 4.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2652980 10x 4.jpg,2272,1704
ch1__2652980 10x 8.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\2652980 10x 8.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__2652980 10x 8.jpg,2272,1704
ch1__DSCN2043.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2043.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN2043.jpg,2272,1704
ch1__DSCN2046.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2046.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN2046.jpg,2272,1704
ch1__DSCN2049.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2049.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN2049.jpg,2272,1704
ch1__DSCN2062.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2062.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN2062.jpg,2272,1704
ch1__DSCN2128.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2128.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN2128.jpg,2272,1704
ch1__DSCN2150.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2150.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN2150.jpg,2272,1704
ch1__DSCN2155.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2155.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN2155.jpg,2272,1704
ch1__DSCN2157.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2157.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN2157.jpg,2272,1704
ch1__DSCN2158.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2158.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN2158.jpg,2272,1704
ch1__DSCN2160.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2160.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN2160.jpg,2272,1704
ch1__DSCN2166.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2166.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN2166.jpg,2272,1704
ch1__DSCN2236.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2236.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN2236.jpg,2272,1704
ch1__DSCN2244.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2244.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN2244.jpg,2272,1704
ch1__DSCN2249.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2249.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN2249.jpg,2272,1704
ch1__DSCN2250.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2250.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN2250.jpg,2272,1704
ch1__DSCN2256.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN2256.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN2256.jpg,2272,1704
ch1__DSCN3830.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN3830.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN3830.jpg,2272,1704
ch1__DSCN3833.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN3833.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN3833.jpg,2272,1704
ch1__DSCN3836.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN3836.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN3836.jpg,2272,1704
ch1__DSCN4055.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4055.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN4055.jpg,2272,1704
ch1__DSCN4058.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4058.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN4058.jpg,2272,1704
ch1__DSCN4636.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4636.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN4636.jpg,2272,1704
ch1__DSCN4748.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4748.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN4748.jpg,2272,1704
ch1__DSCN4749.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4749.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN4749.jpg,2272,1704
ch1__DSCN4751.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4751.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN4751.jpg,2272,1704
ch1__DSCN4770.jpg,trudnoobogatimaya,труднообогатимая,Фото руд по сортам. ч1,Труднообогатимые руды,C:\Users\USER\Desktop\Нонрникель\data\raw\Фото руд по сортам. ч1\Труднообогатимые руды\DSCN4770.JPG,C:\Users\USER\Desktop\Нонрникель\data\processed\images\trudnoobogatimaya\ch1__DSCN4770.jpg,2272,1704
